City,State_Province,Country,Player_Count,Latitude,Longitude
Brockville,Ontario,Canada,2,44.5895244,-75.68428580000001
Bromma,Sweden,Sweden,2,59.3397832,17.9397131
Bronx,New York,USA,1,40.8447819,-73.8648268
Brooklin,Ontario,Canada,1,43.9631607,-78.9571069
Brookline,Massachusetts,USA,1,42.33176419999999,-71.1211635
Brooklyn,New York,USA,2,40.6781784,-73.9441579
Broomfield,Colorado,USA,1,39.9205411,-105.0866504
Brunico,Italy,Italy,1,46.7965374,11.9381326
Budapest,Hungary,Hungary,2,47.497912,19.040235
Buffalo,New York,USA,5,42.88644679999999,-78.8783689
Buffalo Grove,Illinois,USA,1,42.1662831,-87.9631308
Burlington,Massachusetts,USA,1,42.5047161,-71.1956205
Burlington,Ontario,Canada,3,43.3255196,-79.7990319
Burlington,Vermont,USA,1,44.4758825,-73.21207199999999
Burnaby,British Columbia,Canada,4,49.2488091,-122.9805104
Burnsville,Minnesota,USA,4,44.7677424,-93.2777226
Byron,Minnesota,USA,1,44.0327417,-92.6454624
Calabasas,California,USA,3,34.1539731,-118.6473801
Caledonia,Ontario,Canada,2,43.063926,-79.9520363
Calgary,Alberta,Canada,49,51.04473309999999,-114.0718831
Calumet,Michigan,USA,1,47.24659219999999,-88.45400599999999
Cambridge,Ontario,Canada,2,43.3616211,-80.3144276
Campbellville,Ontario,Canada,1,43.4881366,-79.9838061
Camrose,Alberta,Canada,1,53.0173444,-112.8251176
Canmore,Alberta,Canada,1,51.08836660000001,-115.3479101
Canonsburg,Pennsylvania,USA,1,40.2625702,-80.18727969999999
Canton,Michigan,USA,5,42.309147747338855,-83.47945385169615
Canton,New York,USA,1,42.309147747338855,-83.47945385169615
Carbondale,Colorado,USA,1,39.4022054,-107.2111628
Carmel,Indiana,USA,1,39.978371,-86.1180435
Carp,Ontario,Canada,1,45.3490658,-76.0413221
Carpentersville,Illinois,USA,1,42.1211364,-88.2578582
Carver,Minnesota,USA,1,44.76339429999999,-93.6254404
Castle Pines,Colorado,USA,1,39.4716139,-104.8947682
Centennial,Colorado,USA,1,39.5807452,-104.8771726
Center Moriches,New York,USA,1,40.8003767,-72.7898233
Centerville,Massachusetts,USA,1,41.6570445,-70.3500545
Centre Hastings,Ontario,Canada,1,44.5052621,-77.47266859999999
Champlin,Minnesota,USA,1,45.1888539,-93.3974537
Chandler,Arizona,USA,1,33.3061605,-111.8412502
Chanhassen,Minnesota,USA,1,44.86196450000001,-93.5323103
Channahon,Illinois,USA,1,41.4294753,-88.2286735
Charleston,South Carolina,USA,1,32.7833163,-79.9319664
Chaska,Minnesota,USA,10,44.7893446,-93.6018389
Chatham,Ontario,Canada,1,42.4078419,-82.1910374
Cheektowaga,New York,USA,2,42.9071477,-78.7542892
Chelmsford,Massachusetts,USA,1,42.5998139,-71.3672838
Chelsea,Quebec,Canada,1,45.50376379999999,-75.7952731
Chesterfield,Missouri,USA,4,38.6631083,-90.5770675
Cheyenne,Wyoming,USA,1,41.1399814,-104.8202462
Chicago,Illinois,USA,11,41.8781136,-87.6297982
Châteauguay,Quebec,Canada,1,45.36015889999999,-73.74940330000001
Claremont,California,USA,1,34.0966764,-117.7197785
Clarence Center,New York,USA,3,43.0106139,-78.6375283
Clarkston,Michigan,USA,2,42.7351196,-83.4192941
Clayton,New York,USA,1,44.239491,-76.0857759
Cleveland,Ohio,USA,1,41.49932,-81.6943605
Clifton,New Jersey,USA,1,40.8584328,-74.16375529999999
Cloverdale,British Columbia,Canada,1,49.1115339,-122.7349425
Cobham,United Kingdom,Great Britain,1,51.32878299999999,-0.410856
Cochrane,Alberta,Canada,4,51.1917439,-114.4667528
Cohasset,Minnesota,USA,1,47.2640071,-93.6221657
Cold Spring,Minnesota,USA,1,45.4536111,-94.4277778
Cole Harbour,Nova Scotia,Canada,1,44.6726512,-63.47825030000001
Collegeville,Pennsylvania,USA,2,40.1856597,-75.451571
Collinsville,Illinois,USA,1,38.6703266,-89.9845476
Colorado Springs,Colorado,USA,4,38.8338816,-104.8213634
Colts Neck,New Jersey,USA,1,40.2876108,-74.1723652
Columbus,Ohio,USA,6,39.9611755,-82.99879419999999
Commerce Township,Michigan,USA,1,42.5750853,-83.48823469999999
Compton,California,USA,1,33.8958492,-118.2200712
Concord,Massachusetts,USA,1,42.4603719,-71.3489484
Concord,New Hampshire,USA,1,43.2081366,-71.5375718
Copiague Harbor,New York,USA,1,40.6622222,-73.3863889
Coquitlam,British Columbia,Canada,2,49.2837626,-122.7932065
Cornwall,Ontario,Canada,1,45.0212762,-74.730345
Corona,California,USA,1,33.8752935,-117.5664384
Cottage Grove,Minnesota,USA,2,44.8277446,-92.9438218
Courtenay,British Columbia,Canada,1,49.6841391,-124.9904493
Courtice,Ontario,Canada,1,43.9109352,-78.7884468
Coventry,Rhode Island,USA,1,41.6885978,-71.5642076
Crystal,Minnesota,USA,1,45.0327425,-93.3602286
Crystal Lake,Illinois,USA,2,42.2411344,-88.31619649999999
Culver,Indiana,USA,1,41.22242,-86.41300299999999
Cumberland,Maine,USA,1,43.796573,-70.2585205
Cumming,Georgia,USA,2,34.2073196,-84.14019259999999
Dakota Dunes,South Dakota,USA,1,42.4874948,-96.48642
Dallas,Texas,USA,6,32.7766642,-96.7969879
Dayton,Minnesota,USA,1,45.243854,-93.5149576
Dayton,Ohio,USA,1,39.7589478,-84.1916069
DeWitt,New York,USA,1,43.0426887,-76.0677796
Dearborn,Michigan,USA,1,42.3222599,-83.17631449999999
Dearborn Heights,Michigan,USA,1,42.3369816,-83.27326269999999
Decker,Manitoba,Canada,1,50.269913,-100.782076
Dedham,Massachusetts,USA,2,42.2436085,-71.1676536
Deerfield,Massachusetts,USA,1,42.5445588,-72.6056435
Deloraine,Manitoba,Canada,1,49.1928819,-100.493984
Delray Beach,Florida,USA,1,26.4614625,-80.0728201
Delta,British Columbia,Canada,1,49.09521549999999,-123.0264759
Denver,Colorado,USA,3,39.7392358,-104.990251
Des Moines,Iowa,USA,1,41.5868417,-93.6249522
Detroit,Michigan,USA,7,42.331427,-83.0457538
Detroit Lakes,Minnesota,USA,1,46.8171808,-95.8453253
Detva,Slovakia,Slovakia,1,48.5587115,19.4183349
Didsbury,Alberta,Canada,1,51.6568097,-114.1367837
Dorchester,Massachusetts,USA,1,42.29948479999999,-71.06485289999999
Dover,Massachusetts,USA,1,42.2458749,-71.2828719
Doylestown,Pennsylvania,USA,1,40.3101063,-75.1298939
Drummondville,Quebec,Canada,1,45.8802909,-72.4842824
Dubuque,Iowa,USA,2,42.5063629,-90.6677479
Duluth,Georgia,USA,1,34.0028786,-84.1446376
Duluth,Minnesota,USA,6,46.78667189999999,-92.1004852
Duncan,British Columbia,Canada,3,48.7786908,-123.7079416
Dunnville,Ontario,Canada,1,42.9035374,-79.6170044
Duxbury,Massachusetts,USA,2,42.0417525,-70.6722767
Düsseldorf,Germany,Germany,1,51.2230411,6.7824545
Eagan,Minnesota,USA,1,44.8041322,-93.1668858
Eagle,Idaho,USA,1,43.6954424,-116.3540138
Eagle Lake,Ontario,Canada,1,49.72111719999999,-93.1058528
Eagle River,Alaska,USA,4,61.3293186,-149.5680499
East Amherst,New York,USA,2,43.0183126,-78.69698310000001
East Aurora,New York,USA,2,42.7678376,-78.6133589
East Falmouth,Massachusetts,USA,1,41.5784425,-70.55864009999999
East Grand Forks,Minnesota,USA,1,47.9311871,-97.009347
East Greenbush,New York,USA,1,42.5909135,-73.7017858
East Greenwich,Rhode Island,USA,3,41.6342619,-71.51304449999999
East Hanover,New Jersey,USA,1,40.8200623,-74.3647247
East Northport,New York,USA,1,40.8767647,-73.3245613
East Wenatchee,Washington,USA,1,47.41568239999999,-120.2931263
Easthampton Township,New Jersey,USA,1,39.9274288,-74.7265791
Eau Claire,Wisconsin,USA,4,44.811349,-91.4984941
Edberg,Alberta,Canada,1,52.7862008,-112.7858605
Eden Prairie,Minnesota,USA,4,44.8546856,-93.470786
Edgewater,New Jersey,USA,1,40.8270448,-73.97569399999999
Edina,Minnesota,USA,12,44.8896866,-93.3499489
Edmonds,Washington,USA,1,47.8106521,-122.3773552
Edmonton,Alberta,Canada,13,53.5460983,-113.4937266
Ekerö,Sweden,Sweden,1,59.2798338,17.7902246
El Cerrito,California,USA,1,37.9161326,-122.310765
Elk River,Minnesota,USA,3,45.303218,-93.5547381
Elkhorn,Nebraska,USA,1,41.2831958,-96.2368465
Elko,Minnesota,USA,2,44.5610022,-93.3162295
Elmhurst,Illinois,USA,1,41.8994744,-87.9403418
Elmira,Ontario,Canada,1,43.60040739999999,-80.5629846
Elora,Ontario,Canada,1,43.683715,-80.43054269999999
Ely,Minnesota,USA,1,47.9032372,-91.8670873
Enebyberg,Sweden,Sweden,1,59.43248120000001,18.0391085
Enfield,Nova Scotia,Canada,1,44.9246382,-63.53804280000001
Ennismore,Ontario,Canada,1,44.409828,-78.431888
Espoo,Finland,Finland,12,60.2054911,24.6559001
Estero,Florida,USA,1,26.438136,-81.8067523
Estevan,Saskatchewan,Canada,1,49.1390842,-102.9914807
Etobicoke,Ontario,Canada,1,43.6204946,-79.5131983
Eveleth,Minnesota,USA,1,47.46242789999999,-92.5399063
Everett,Washington,USA,1,47.9789848,-122.2020794
Evergreen,Colorado,USA,2,39.6333213,-105.3172146
Excelsior,Minnesota,USA,1,44.9032963,-93.5663455
Fairbanks,Alaska,USA,4,64.8400511,-147.7199756
Fairfield,Connecticut,USA,2,41.1408363,-73.2612615
Fairport,New York,USA,1,43.0986742,-77.44193779999999
Fairview,Texas,USA,1,33.1578952,-96.6316593
Fallston,Maryland,USA,1,39.5145515,-76.41107319999999
Falun,Sweden,Sweden,1,60.60646000000001,15.6355
Fargo,North Dakota,USA,3,46.8771863,-96.7898034
Faribault,Minnesota,USA,1,44.29627256152846,-93.27016563553472
Farmington,Connecticut,USA,1,41.7360305,-72.79502699999999
Farmington,Michigan,USA,1,42.4644795,-83.37632180000001
Farmington,Minnesota,USA,3,44.6402434,-93.1435497
Farmington Hills,Michigan,USA,1,42.4989936,-83.3677168
Fenton,Michigan,USA,1,42.7978061,-83.7049498
Fenwick,Ontario,Canada,1,43.0240705,-79.3622975
Flower Mound,Texas,USA,2,33.0145673,-97.0969552
Flushing,Michigan,USA,1,43.0630833,-83.8510732
Forest Lake,Minnesota,USA,1,45.2788561,-92.9852183
Fort Collins,Colorado,USA,1,40.5852602,-105.084423
Fort Erie,Ontario,Canada,1,42.9017764,-78.9721745
Fort Gratiot,Michigan,USA,1,43.0386178,-82.476888
Fort Myers,Florida,USA,1,26.640628,-81.8723084
Fort St. John,British Columbia,Canada,1,56.252423,-120.846409
Fort Worth,Texas,USA,2,32.7554883,-97.3307658
Franklin,Massachusetts,USA,1,42.0834313,-71.396725
Franklin,Michigan,USA,1,42.5222567,-83.30604319999999
Fredericton,New Brunswick,Canada,1,45.9635895,-66.6431151
Fredrikstad,Norway,Norway,3,59.22053689999999,10.9347012
Fresno,California,USA,1,36.7377981,-119.7871247
Frisco,Texas,USA,1,33.1506744,-96.8236116
Furuberget,Norway,Norway,1,60.80977499999999,11.026457
Garden Grove,California,USA,1,33.7742692,-117.9379952
Geneva,Illinois,USA,1,41.8926437,-88.3287896
Germantown,Wisconsin,USA,1,43.2286174,-88.1103691
Getzville,New York,USA,1,43.0232669,-78.76814120000002
Gibsonia,Pennsylvania,USA,2,40.6300567,-79.9703318
Gilbert Plains,Manitoba,Canada,1,51.1483763,-100.4891591
Gilford,New Hampshire,USA,1,43.5475771,-71.4067385
Gill,Massachusetts,USA,1,42.6408105,-72.4996367
Gislaved,Sweden,Sweden,1,57.2985,13.54326
Gladstone,Manitoba,Canada,1,50.224998,-98.950765
Glen Mills,Pennsylvania,USA,1,39.9016273,-75.5103484
Glencoe,Illinois,USA,2,42.1350268,-87.75811879999999
Glenview,Illinois,USA,4,42.0778065,-87.8223368
Goffstown,New Hampshire,USA,1,43.0204052,-71.6002223
Golden Valley,Minnesota,USA,1,44.9917149,-93.3600034
Gothenburg,Sweden,Sweden,2,57.70887,11.97456
Granby,Quebec,Canada,2,45.40322889999999,-72.7340662
Grand Bay-Westfield,New Brunswick,Canada,1,45.3618365,-66.24165409999999
Grand Forks,North Dakota,USA,11,47.9252568,-97.0328547
Grand Haven,Michigan,USA,1,43.0630734,-86.22838639999999
Grand Rapids,Michigan,USA,4,42.9633599,-85.6680863
Grand Rapids,Minnesota,USA,5,47.2371658,-93.5302142
Grande Prairie,Alberta,Canada,1,55.170691,-118.7884808
Granite Springs,New York,USA,2,41.3103717,-73.75735499999999
Grant,Minnesota,USA,1,45.084411,-92.9104908
Great Falls,Montana,USA,1,47.5052849,-111.3007715
Greely,Ontario,Canada,1,45.2593249,-75.56872609999999
Green Bay,Wisconsin,USA,3,44.5133188,-88.0132958
Greensburg,Pennsylvania,USA,1,40.3014581,-79.5389289
Greenwich,Connecticut,USA,7,41.0262417,-73.6281964
Greifensee Zurich,Switzerland,Switzerland,1,47.3477555,8.6793461
Grinnell,Iowa,USA,1,41.74340919999999,-92.7232456
Grosse Ile,Michigan,USA,2,42.1290753,-83.1445904
Grosse Pointe,Michigan,USA,2,42.3861485,-82.9118591
Guilford,Connecticut,USA,1,41.288906,-72.674364
Gyõr,Hungary,Hungary,1,47.6874569,17.6503974
Gävle,Sweden,Sweden,1,60.6748796,17.1412726
Göteborg,Sweden,Sweden,3,57.70887,11.97456
Halifax,Nova Scotia,Canada,3,44.8857087,-63.1005273
Hallock,Minnesota,USA,2,48.77442629999999,-96.946447
Hallsberg,Sweden,Sweden,1,59.0665316,15.10229
Ham Lake,Minnesota,USA,2,45.2502429,-93.2499507
Hamar,Norway,Norway,1,60.7945331,11.0679977
Hamburg,New York,USA,2,42.7158927,-78.8294768
Hamilton,Massachusetts,USA,1,42.63620520000001,-70.8431049
Hamilton,New Jersey,USA,1,40.2115109,-74.6796651
Hamilton,Ontario,Canada,4,43.2557206,-79.8711024
Hampstead,New Hampshire,USA,1,42.87448819999999,-71.1809803
Hancock,Michigan,USA,1,47.1268714,-88.5809563
Hanover,Massachusetts,USA,1,42.1162217,-70.8476708
Hanover,Minnesota,USA,1,45.155797,-93.6663523
Harrison Township,Michigan,USA,2,42.5835951,-82.8293423
Hartland,Wisconsin,USA,1,43.1046143,-88.3475262
Hatfield,Pennsylvania,USA,1,40.27982739999999,-75.2993417
Hauppauge,New York,USA,3,40.8256536,-73.2026138
Heidelberg,Ontario,Canada,1,43.5204612,-80.61932379999999
Helsinki,Finland,Finland,3,60.16985569999999,24.938379
Hermantown,Minnesota,USA,6,46.8068852,-92.2382464
Hermitage,Tennessee,USA,1,36.1988486,-86.6197777
Hermosa Beach,California,USA,1,33.8622366,-118.3995194
Heron Lake,Minnesota,USA,1,43.7944036,-95.3224986
Hicksville,New York,USA,1,40.7615076,-73.52323799999999
High River,Alberta,Canada,1,50.5767481,-113.8715613
Highland Park,Illinois,USA,2,42.1816918,-87.8003437
Hingham,Massachusetts,USA,5,42.2418172,-70.889759
Hinsdale,Illinois,USA,3,41.8008642,-87.9370052
Holden,Massachusetts,USA,1,42.3517585,-71.8634062
Holland,Michigan,USA,1,42.7875235,-86.1089301
Holmdel,New Jersey,USA,1,40.3451095,-74.18403219999999
Hopkinton,Massachusetts,USA,1,42.22869540000001,-71.5225646
Hortonville,Wisconsin,USA,2,44.334705,-88.63816150000001
Houghton,Michigan,USA,1,47.12113309999999,-88.5694182
Howell,Michigan,USA,4,42.6072552,-83.9293952
Howell,New Jersey,USA,1,40.1645785,-74.2082671
Hudson,Massachusetts,USA,2,42.39173599999999,-71.56613899999999
Hudson,Wisconsin,USA,2,44.9746896,-92.7568703
Hudson's Hope,British Columbia,Canada,1,56.0357172,-121.9038286
Hugo,Minnesota,USA,2,45.159964,-92.9933412
Hull,Massachusetts,USA,1,42.3020647,-70.9078346
Humboldt,Saskatchewan,Canada,2,52.2019792,-105.1228655
Humenne,Slovakia,Slovakia,2,48.932454,21.9078917
Huntington,New York,USA,1,40.8681539,-73.425676
Huntington,Vermont,USA,1,44.3253512,-72.9873459
Huntington Beach,California,USA,2,33.6594835,-117.9988026
Hässelby,Sweden,Sweden,1,59.3662135,17.8599926
Höganäs,Sweden,Sweden,1,56.2006388,12.5553288
Ilava,Slovakia,Slovakia,1,48.9962271,18.2332775
Inver Grove Heights,Minnesota,USA,1,44.8480218,-93.0427153
Irvine,California,USA,1,33.6845673,-117.8265049
Irvington,New York,USA,2,41.0391,-73.86699999999999
Isanti,Minnesota,USA,1,45.4894008,-93.2476091
Itasca,Illinois,USA,1,41.9750287,-88.0072909
Jackson,Michigan,USA,1,42.245869,-84.40134619999999
Jacksonville,Florida,USA,1,30.3321838,-81.65565099999999
Jamestown,North Dakota,USA,1,46.9105438,-98.7084357
Jelgava,Latvia,Latvia,1,56.6511478,23.7196411
Jenison,Michigan,USA,1,42.907248,-85.79197839999999
Jericho,New York,USA,1,40.79204410000001,-73.5398476
Johnstown,Pennsylvania,USA,1,40.32674069999999,-78.9219698
Jonkoping,Sweden,Sweden,1,57.78261370000001,14.1617876
Jyväskylä,Finland,Finland,1,62.2426034,25.7472567
Kaarina,Finland,Finland,1,60.4095081,22.3844244
Kalamazoo,Michigan,USA,1,42.2917069,-85.5872286
Kalmar,Sweden,Sweden,1,56.6634447,16.356779
Kamloops,British Columbia,Canada,4,50.674522,-120.3272674
Kanata,Ontario,Canada,1,45.3088185,-75.89868349999999
Karlstad,Sweden,Sweden,2,59.4021806,13.5114977
Kauniainen,Finland,Finland,1,60.21244790000001,24.7283695
Kazan,Russia,Russia,1,55.7878944,49.12332929999999
Kelowna,British Columbia,Canada,1,49.8863235,-119.4965917
Kensington,Connecticut,USA,1,41.6353769,-72.7687083
Kensington,Maryland,USA,2,39.0256651,-77.0763669
Kerrobert,Saskatchewan,Canada,1,51.9185447,-109.136794
Kimberley,British Columbia,Canada,1,49.6651567,-115.9967206
King City,Ontario,Canada,2,43.9286902,-79.5281431
Kings Park,New York,USA,1,40.88620900000001,-73.2573369
Kingston,Ontario,Canada,2,44.2334401,-76.49302949999999
Kirkland,Quebec,Canada,3,45.4560415,-73.8623337
Kitchener,Ontario,Canada,1,43.4516395,-80.4925337
Kleinburg,Ontario,Canada,2,43.8385021,-79.62354069999999
Knivsta,Sweden,Sweden,1,59.7261195,17.7920364
Kohler,Wisconsin,USA,1,43.7391616,-87.7817541
Kosice,Slovakia,Slovakia,1,48.7163857,21.2610746
Kuopio,Finland,Finland,1,62.8965859,27.6785574
Kyiv,Ukraine,Ukraine,1,50.4503596,30.5245025
L'Île-Bizard,Quebec,Canada,3,45.4948893,-73.89075559999999
La Crosse,Wisconsin,USA,1,43.8137751,-91.2519017
La Grange,Illinois,USA,1,41.8050314,-87.8692254
Labrador City,Newfoundland and Labrador,Canada,1,52.9383852,-66.9153137
Lake Bluff,Illinois,USA,1,42.2791365,-87.8443151
Lake Elmo,Minnesota,USA,2,44.9957998,-92.8793768
Lake Forest,Illinois,USA,4,42.2586342,-87.840625
Lake View,New York,USA,1,42.71117,-78.9361468
Lakeville,Massachusetts,USA,1,41.8459169,-70.9495226
Lakeville,Minnesota,USA,6,44.6496868,-93.24272
Lakewood,Illinois,USA,1,42.22244389999999,-88.37801619999999
Lancaster,Massachusetts,USA,1,42.4556452,-71.6731242
Lancaster,New York,USA,1,42.9006144,-78.6703062
Landmark,Manitoba,Canada,1,49.67167389999999,-96.821667
Landskrona,Sweden,Sweden,1,55.8703477,12.8300802
Langley,British Columbia,Canada,4,49.1041779,-122.6603519
Lansing,New York,USA,1,42.4842392,-76.4799397
Lattingtown,New York,USA,1,40.8953767,-73.6009595
LeRoy,Saskatchewan,Canada,1,52.00021169999999,-104.7385969
Leamington,Ontario,Canada,2,42.0530892,-82.59980019999999
Lemont,Illinois,USA,1,41.673642,-88.0017261
Lethbridge,Alberta,Canada,5,49.6956181,-112.8451067
Lexington,Massachusetts,USA,1,42.4473497,-71.2271531
Libertyville,Illinois,USA,1,42.2830786,-87.9531303
Liepaja,Latvia,Latvia,1,56.54429330000001,21.0426564
Lincolnshire,Illinois,USA,1,42.1900249,-87.9084039
Linden,Michigan,USA,1,42.8144731,-83.7824526
Linkoping,Sweden,Sweden,1,58.41080700000001,15.6213727
Linköping,Sweden,Sweden,1,58.41080700000001,15.6213727
Littleton,Colorado,USA,2,39.613321,-105.0166498
Litvinov,Czech Republic,Czech Republic,1,50.5984262,13.610242
Livingston,New Jersey,USA,1,40.7862871,-74.3300842
Livonia,Michigan,USA,5,42.36837,-83.35270969999999
Ljubljana,Slovenia,Slovenia,1,46.0569465,14.5057515
Ljunljana,Slovenia,Slovenia,1,46.0569465,14.5057515
Lockport,New York,USA,2,43.1706128,-78.6903098
Lomita,California,USA,1,33.7922392,-118.3150722
London,Ontario,Canada,3,42.9849233,-81.2452768
Long Beach,California,USA,1,33.7700504,-118.1937395
Long Grove,Illinois,USA,1,42.1783584,-87.99785179999999
Long Valley,New Jersey,USA,1,40.78593310000001,-74.7801645
Longlac,Ontario,Canada,1,49.78166599999999,-86.534706
Longueuil,Quebec,Canada,1,45.5135059,-73.4329187
Los Angeles,California,USA,4,34.0549076,-118.242643
Lugano,Switzerland,Switzerland,1,46.0036778,8.951051999999999
Lunenburg,Massachusetts,USA,1,42.5945273,-71.7245035
Lynn,Massachusetts,USA,1,42.46676300000001,-70.9494938
Lynnfield,Massachusetts,USA,1,42.53869,-71.0465638
Macomb,Michigan,USA,3,42.6651965,-82.92864279999999
Madison,Connecticut,USA,1,41.2959908,-72.5754149
Madison,New Jersey,USA,2,40.7598227,-74.417097
Madison,Wisconsin,USA,3,43.0721661,-89.4007501
Madison Heights,Michigan,USA,1,42.4858692,-83.1052028
Magadan,Russia,Russia,1,59.55943970000001,150.8127537
Mahopac,New York,USA,2,41.372316,-73.733465
Mahtomedi,Minnesota,USA,3,45.0696886,-92.9516037
Mahwah,New Jersey,USA,1,41.0886216,-74.1435843
