City,State_Province,Country,Player_Count,Latitude,Longitude
Barrhead,Alberta,Canada,1,54.1688675,-114.4747952
Barrie,Ontario,Canada,2,44.3893208,-79.6901302
Basking Ridge,New Jersey,USA,2,40.7064088,-74.5492725
Batavia,Illinois,USA,1,41.8500284,-88.3125738
Bath,Ontario,Canada,1,44.1830254,-76.7756561
Battle Creek,Michigan,USA,2,42.3192548,-85.1824269
Bayville,New York,USA,1,40.9105988,-73.5620864
Beach Park,Illinois,USA,1,42.4222435,-87.8572955
Beaconsfield,Quebec,Canada,3,45.4289766,-73.8654387
Beaumont,Alberta,Canada,2,53.3525496,-113.4151434
Bedford,New Hampshire,USA,1,42.9464737,-71.5159015
Bedford,New York,USA,1,41.2041304,-73.642509
Belleville,Illinois,USA,1,38.5135805,-89.9841627
Belleville,Ontario,Canada,2,44.1633264,-77.3852556
Bellevue,Washington,USA,1,47.6144219,-122.192337
Bellows Falls,Vermont,USA,1,43.134063,-72.444534
Belmont,Massachusetts,USA,1,42.3959296,-71.1786655
Berwyn,Pennsylvania,USA,1,40.0448306,-75.4388053
Bethesda,Maryland,USA,2,38.9846816,-77.0942447
Beverly,Massachusetts,USA,1,42.5489744,-70.8781883
Biddeford,Maine,USA,1,43.4925843,-70.4533844
Binbrook,Ontario,Canada,1,43.1208666,-79.8044114
Bismarck,North Dakota,USA,1,46.808327,-100.783739
Blackfalds,Alberta,Canada,2,52.383333,-113.8
Blackwood,New Jersey,USA,1,39.799232,-75.06416988211788
Blaine,Minnesota,USA,4,45.1607987,-93.2349489
Blauvelt,New York,USA,1,41.0634299,-73.9576378
Bloomfield,Michigan,USA,1,42.5378124,-83.2329863
Bloomfield Hills,Michigan,USA,2,42.583645,-83.2454883
Bloomington,Minnesota,USA,2,44.8322405,-93.3204872
Boca Raton,Florida,USA,2,26.3586885,-80.0830984
Boisbriand,Quebec,Canada,1,45.6130248,-73.8386113
Bonita Springs,Florida,USA,1,26.339806,-81.7786972
Bonnyville,Alberta,Canada,2,54.4316317,-110.5826304
Boston,Massachusetts,USA,4,42.3554334,-71.060511
Boulder,Colorado,USA,3,40.0149856,-105.270545
Bovey,Minnesota,USA,1,47.2953214,-93.415418
Bowie,Maryland,USA,1,38.9424464,-76.7301718
Bowling Green,Ohio,USA,2,41.3747744,-83.6513229
Braeside,Ontario,Canada,1,45.4611416,-76.4019926
Brainerd,Minnesota,USA,2,46.3580221,-94.2008288
Braintree,Massachusetts,USA,2,42.2205956,-71.0041229
Brampton,Ontario,Canada,1,43.685832,-79.7599366
Brandon,Manitoba,Canada,1,49.8511143,-99.9608924
Brantford,Ontario,Canada,1,43.1408157,-80.2631733
Brasher Falls,New York,USA,2,44.8075536,-74.773803
Bratislava,Slovakia,Slovakia,3,48.61098615,19.16064518489146
Brentwood,New Hampshire,USA,1,42.9786981,-71.0728369
Brentwood,Tennessee,USA,1,36.0325687,-86.7825235
Bridgewater,Massachusetts,USA,3,41.9903787,-70.9750426
Bridgewater,New Jersey,USA,1,40.5598127,-74.5517146
Brighton,Massachusetts,USA,1,42.3491615,-71.1533859
Brighton,Michigan,USA,1,42.5316918,-83.7846458
Brockville,Ontario,Canada,2,44.5895925,-75.6843332
Bronx,New York,USA,1,40.8466508,-73.8785937
Brooklin,Ontario,Canada,1,43.9587134,-78.9600543
Brookline,Massachusetts,USA,1,42.3329021,-71.1187421
Brooklyn,New York,USA,2,40.6526006,-73.9497211
Broomfield,Colorado,USA,1,39.9403995,-105.05208
Budapest,Hungary,Hungary,2,47.4978789,19.0402383
Buffalo,New York,USA,5,42.8867166,-78.8783922
Buffalo Grove,Illinois,USA,1,42.1544205,-87.9589621
Burlington,Massachusetts,USA,1,42.5048167,-71.1956111
Burlington,Ontario,Canada,3,43.3248924,-79.7966835
Burlington,Vermont,USA,1,44.4761601,-73.212906
Burnaby,British Columbia,Canada,4,49.2433804,-122.972545
Burnsville,Minnesota,USA,4,44.7670567,-93.2773887
Byron,Minnesota,USA,1,44.0325922,-92.6454395
Calabasas,California,USA,3,34.1446643,-118.644097
Caledonia,Ontario,Canada,2,43.0737943,-79.9519084
Calgary,Alberta,Canada,48,51.0456064,-114.057541
Calumet,Michigan,USA,1,47.246592,-88.454006
Cambridge,Ontario,Canada,2,43.3600536,-80.3123023
Campbellville,Ontario,Canada,1,43.4871704,-79.9821917
Camrose,Alberta,Canada,1,53.013131,-112.840576
Canmore,Alberta,Canada,1,51.0866897,-115.3481135
Canonsburg,Pennsylvania,USA,1,40.2588431,-80.186732
Canton,Michigan,USA,5,42.7269261,-84.6433146
Canton,New York,USA,1,44.5956163,-75.1690942
Carbondale,Colorado,USA,1,39.4005647,-107.2112407
Carmel,Indiana,USA,1,39.9784186,-86.1283681
Carp,Ontario,Canada,1,45.345148,-76.03672
Carpentersville,Illinois,USA,1,42.1211364,-88.2578582
Carver,Minnesota,USA,1,44.807118,-93.7871792
Castle Pines,Colorado,USA,1,39.471362150000004,-104.89517293539437
Centennial,Colorado,USA,1,39.579155,-104.8769227
Center Moriches,New York,USA,1,40.8002427,-72.7901318
Centerville,Massachusetts,USA,1,41.6496343,-70.3487406
Centre Hastings,Ontario,Canada,1,44.4170792,-77.44348674580543
Champlin,Minnesota,USA,1,45.1888539,-93.3974538
Chandler,Arizona,USA,1,33.3062031,-111.841185
Chanhassen,Minnesota,USA,1,44.8618403,-93.5307207
Channahon,Illinois,USA,1,41.4294753,-88.2286735
Charleston,South Carolina,USA,1,32.7884363,-79.9399309
Chaska,Minnesota,USA,10,44.7894072,-93.6021791
Chatham,Ontario,Canada,1,42.4057219,-82.1853837
Cheektowaga,New York,USA,2,42.9033917,-78.7547536
Chelmsford,Massachusetts,USA,1,42.5968617,-71.3517602
Chelsea,Quebec,Canada,1,45.5031737,-75.808023
Chesterfield,Missouri,USA,4,38.661953,-90.5643258
Cheyenne,Wyoming,USA,1,41.139981,-104.820246
Chicago,Illinois,USA,11,41.8755616,-87.6244212
Châteauguay,Quebec,Canada,1,45.3602416,-73.749364
Claremont,California,USA,1,34.0966764,-117.7197785
Clarence Center,New York,USA,3,43.0106139,-78.6375283
Clarkston,Michigan,USA,2,42.735863,-83.4188304
Clayton,New York,USA,1,44.239491,-76.085776
Cleveland,Ohio,USA,1,41.4996574,-81.6936772
Clifton,New Jersey,USA,1,40.8584328,-74.1637553
Cloverdale,British Columbia,Canada,1,49.1161848,-122.7214847
Cochrane,Alberta,Canada,4,51.1874627,-114.4710708
Cohasset,Minnesota,USA,1,47.263556,-93.620215
Cold Spring,Minnesota,USA,1,45.4557973,-94.4288849
Cole Harbour,Nova Scotia,Canada,1,44.6736008,-63.4877299
Collegeville,Pennsylvania,USA,2,40.1856597,-75.451571
Collinsville,Illinois,USA,1,38.6703267,-89.9845476
Colorado Springs,Colorado,USA,4,38.8339578,-104.825348
Colts Neck,New Jersey,USA,1,40.2876108,-74.1723652
Columbus,Ohio,USA,6,39.9622601,-83.0007065
Commerce Township,Michigan,USA,1,42.5278865,-83.4441816
Compton,California,USA,1,33.894927,-118.226624
Concord,Massachusetts,USA,1,42.4605189,-71.3488963
Concord,New Hampshire,USA,1,43.207178,-71.537476
Copiague Harbor,New York,USA,1,40.6622222,-73.3863889
Coquitlam,British Columbia,Canada,2,49.2842958,-122.793281
Cornwall,Ontario,Canada,1,45.0469989,-74.7333845
Corona,California,USA,1,33.8752945,-117.566444
Cottage Grove,Minnesota,USA,2,44.8277446,-92.9438218
Courtenay,British Columbia,Canada,1,49.6894061,-124.9954959
Courtice,Ontario,Canada,1,43.9117719,-78.7780464
Coventry,Rhode Island,USA,1,41.7000996,-71.6828444
Crystal,Minnesota,USA,1,45.031823,-93.3606072
Crystal Lake,Illinois,USA,2,42.2411344,-88.3161965
Culver,Indiana,USA,1,41.2189311,-86.4230626
Cumberland,Maine,USA,1,43.8506432,-70.4001498
Cumming,Georgia,USA,2,34.2073196,-84.1401926
Dakota Dunes,South Dakota,USA,1,42.4904114,-96.4922517
Dallas,Texas,USA,6,32.7762719,-96.7968559
Dayton,Minnesota,USA,1,45.243854,-93.5149576
Dayton,Ohio,USA,1,39.7589478,-84.1916069
DeWitt,New York,USA,1,43.0386776,-76.0729775
Dearborn,Michigan,USA,1,42.3222599,-83.1763145
Dearborn Heights,Michigan,USA,1,42.3369816,-83.2732627
Decker,Manitoba,Canada,1,50.2697786,-100.7805064
Dedham,Massachusetts,USA,2,42.2489143,-71.1755732
Deerfield,Massachusetts,USA,1,42.5442595,-72.6044771
Deloraine,Manitoba,Canada,1,49.1926295,-100.4945182
Delray Beach,Florida,USA,1,26.4614625,-80.0728201
Delta,British Columbia,Canada,1,49.0846258,-123.057938
Denver,Colorado,USA,3,39.7392364,-104.984862
Des Moines,Iowa,USA,1,41.5868654,-93.6249494
Detroit,Michigan,USA,7,42.3315509,-83.0466403
Detroit Lakes,Minnesota,USA,1,46.817181,-95.845325
Detva,Slovakia,Slovakia,1,48.5595662,19.4205586
Didsbury,Alberta,Canada,1,51.656763,-114.13756818322861
Dorchester,Massachusetts,USA,1,42.301376000000005,-71.06127441375656
Dover,Massachusetts,USA,1,42.2452466,-71.2823588
Doylestown,Pennsylvania,USA,1,40.3100446,-75.1304588
Drummondville,Quebec,Canada,1,45.8864303,-72.5018764
Dubuque,Iowa,USA,2,42.5006243,-90.6647985
Duluth,Georgia,USA,1,34.0028569,-84.1441046
Duluth,Minnesota,USA,6,46.7729322,-92.1251218
Duncan,British Columbia,Canada,3,48.7786872,-123.7080446
Dunnville,Ontario,Canada,1,42.9059168,-79.6188457
Duxbury,Massachusetts,USA,2,42.0417695,-70.672259
Eagan,Minnesota,USA,1,44.818173,-93.1659179
Eagle,Idaho,USA,1,43.6954424,-116.3540138
Eagle Lake,Ontario,Canada,1,45.1291977,-78.5096741
Eagle River,Alaska,USA,4,61.2700284,-149.3863924
East Amherst,New York,USA,2,43.0183913,-78.696697
East Aurora,New York,USA,2,42.7689141,-78.6177611
East Falmouth,Massachusetts,USA,1,41.5784425,-70.5586401
East Grand Forks,Minnesota,USA,1,47.9317013,-97.0175792
East Greenbush,New York,USA,1,42.5909135,-73.7017858
East Greenwich,Rhode Island,USA,3,41.6603788,-71.4558911
East Hanover,New Jersey,USA,1,40.8200998,-74.3648731
East Northport,New York,USA,1,40.8767648,-73.3245614
East Wenatchee,Washington,USA,1,47.4156824,-120.293126
Easthampton Township,New Jersey,USA,1,39.985274950000004,-74.7485531801684
Eau Claire,Wisconsin,USA,4,44.811349,-91.4984941
Edberg,Alberta,Canada,1,52.7858126,-112.7850016
Eden Prairie,Minnesota,USA,4,44.8546856,-93.470786
Edgewater,New Jersey,USA,1,40.8270448,-73.975694
Edina,Minnesota,USA,12,44.8897027,-93.3501222
Edmonds,Washington,USA,1,47.8105738,-122.3774952
Edmonton,Alberta,Canada,13,53.5462055,-113.491241
El Cerrito,California,USA,1,37.9154056,-122.301411
Elk River,Minnesota,USA,3,45.3038538,-93.5671825
Elkhorn,Nebraska,USA,1,41.2860699,-96.2346121
Elko,Minnesota,USA,2,44.5646862,-93.326889
Elmhurst,Illinois,USA,1,41.8994745,-87.9403418
Elmira,Ontario,Canada,1,43.5919677,-80.5121147
Elora,Ontario,Canada,1,43.681148,-80.429581
Ely,Minnesota,USA,1,47.901571,-91.8572479
Enfield,Nova Scotia,Canada,1,44.9628153,-63.5987606
Ennismore,Ontario,Canada,1,44.4099602,-78.4317746
Espoo,Finland,Finland,12,60.2047672,24.6568435
Estero,Florida,USA,1,26.4381474,-81.8067537
Estevan,Saskatchewan,Canada,1,49.1428076,-102.991075
Etobicoke,Ontario,Canada,1,43.6435559,-79.5656326
Eveleth,Minnesota,USA,1,47.462761,-92.538824
Everett,Washington,USA,1,47.9793437,-122.2127011
Evergreen,Colorado,USA,2,39.6361637,-105.32145797867402
Excelsior,Minnesota,USA,1,44.9032963,-93.5663455
Fairbanks,Alaska,USA,4,64.82897449999999,-147.66991691593407
Fairfield,Connecticut,USA,2,41.1412078,-73.2637258
Fairport,New York,USA,1,43.0993,-77.443014
Fairview,Texas,USA,1,33.1578325,-96.6318301
Fallston,Maryland,USA,1,39.53484305,-76.42210641571867
Fargo,North Dakota,USA,3,46.877229,-96.789821
Faribault,Minnesota,USA,1,43.6647961,-93.9510501
Farmington,Connecticut,USA,1,41.7198216,-72.8320435
Farmington,Michigan,USA,1,42.4644795,-83.3763219
Farmington,Minnesota,USA,3,44.6402434,-93.1435497
Farmington Hills,Michigan,USA,1,42.4853125,-83.3771553
Fenton,Michigan,USA,1,42.7978061,-83.7049498
Fenwick,Ontario,Canada,1,43.0248374,-79.3610045
Flower Mound,Texas,USA,2,33.0283854,-97.0867203
Flushing,Michigan,USA,1,43.0630834,-83.8510732
Forest Lake,Minnesota,USA,1,45.279106,-92.9851629
Fort Collins,Colorado,USA,1,40.5871782,-105.0770113
Fort Erie,Ontario,Canada,1,42.91308,-78.918611
Fort Gratiot,Michigan,USA,1,42.9954659,-82.4279135
Fort Myers,Florida,USA,1,26.640628,-81.8723084
Fort St. John,British Columbia,Canada,1,56.2524039,-120.846943
Fort Worth,Texas,USA,2,32.753177,-97.3327459
Franklin,Massachusetts,USA,1,42.5896205,-72.6110645
Franklin,Michigan,USA,1,42.5222567,-83.3060432
Fredericton,New Brunswick,Canada,1,45.963233,-66.6432356
Fresno,California,USA,1,36.7394421,-119.78483
Frisco,Texas,USA,1,33.1505998,-96.8238183
Garden Grove,California,USA,1,33.7746292,-117.9463717
Geneva,Illinois,USA,1,41.8875281,-88.3053525
Germantown,Wisconsin,USA,1,43.2286174,-88.1103691
Getzville,New York,USA,1,43.0243244,-78.7678332
Gibsonia,Pennsylvania,USA,2,40.6300671,-79.9695004
Gilbert Plains,Manitoba,Canada,1,51.160949349999996,-100.4379743105765
Gilford,New Hampshire,USA,1,43.54805,-71.407013
Gill,Massachusetts,USA,1,42.6411975,-72.4993421
Gladstone,Manitoba,Canada,1,50.2254903,-98.9510661
Glen Mills,Pennsylvania,USA,1,39.919698,-75.4904323
Glencoe,Illinois,USA,2,42.1350268,-87.7581188
Glenview,Illinois,USA,4,42.0700662,-87.8114044
Goffstown,New Hampshire,USA,1,43.0202574,-71.5999535
Golden Valley,Minnesota,USA,1,44.9861176,-93.3784618
Granby,Quebec,Canada,2,45.3990409,-72.721834
Grand Bay-Westfield,New Brunswick,Canada,1,45.340726950000004,-66.24555241086904
Grand Forks,North Dakota,USA,11,47.9252042,-97.0306741
Grand Haven,Michigan,USA,1,43.0630734,-86.2283864
Grand Rapids,Michigan,USA,4,42.9632425,-85.6678639
Grand Rapids,Minnesota,USA,5,47.237166,-93.530214
Grande Prairie,Alberta,Canada,1,55.17108,-118.7949873
Granite Springs,New York,USA,2,41.3103717,-73.757355
Grant,Minnesota,USA,1,45.9358795,-96.0272071
Great Falls,Montana,USA,1,47.5048851,-111.29189
Greely,Ontario,Canada,1,45.2626978,-75.5600281
Green Bay,Wisconsin,USA,3,44.5126379,-88.0125794
Greensburg,Pennsylvania,USA,1,40.3014581,-79.5389289
Greenwich,Connecticut,USA,7,41.0264862,-73.6284598
Grinnell,Iowa,USA,1,41.7430237,-92.7239637
Grosse Ile,Michigan,USA,2,42.1381749,-83.15412265585888
Grosse Pointe,Michigan,USA,1,42.3861485,-82.9118591
Guilford,Connecticut,USA,1,41.2757205,-72.6736148
Gyõr,Hungary,Hungary,1,48.2811302,21.375192
Halifax,Nova Scotia,Canada,3,44.648618,-63.5859487
Hallock,Minnesota,USA,2,48.7744263,-96.946447
Ham Lake,Minnesota,USA,2,45.2502429,-93.2499508
Hamburg,New York,USA,2,42.716293,-78.828717
Hamilton,Massachusetts,USA,1,42.6362052,-70.8431049
Hamilton,New Jersey,USA,1,40.2070573,-74.0812506
Hamilton,Ontario,Canada,4,43.2560802,-79.8728583
Hampstead,New Hampshire,USA,1,42.8745323,-71.1811714
Hancock,Michigan,USA,1,47.126871,-88.580956
Hanover,Massachusetts,USA,1,42.1131572,-70.8119859
Hanover,Minnesota,USA,1,45.155797,-93.6663524
Harrison Township,Michigan,USA,2,42.5886235,-82.8217131
Hartland,Wisconsin,USA,1,43.105008,-88.3420398
Hatfield,Pennsylvania,USA,1,40.2796371,-75.2995777
Hauppauge,New York,USA,3,40.8256537,-73.2026138
Heidelberg,Ontario,Canada,1,43.5205415,-80.6193536
Helsinki,Finland,Finland,3,60.1674881,24.9427473
Hermantown,Minnesota,USA,6,46.8068852,-92.2382464
Hermitage,Tennessee,USA,1,36.1961664,-86.6224959
Hermosa Beach,California,USA,1,33.8637822,-118.3992143
Heron Lake,Minnesota,USA,1,43.7949593,-95.3202763
Hicksville,New York,USA,1,40.7681926,-73.5238207
High River,Alberta,Canada,1,50.5801916,-113.8709332
Highland Park,Illinois,USA,2,42.1526964,-87.7957618
Hingham,Massachusetts,USA,5,42.2417669,-70.8897676
Hinsdale,Illinois,USA,3,41.8024604,-87.9299841
Holden,Massachusetts,USA,1,42.3560836,-71.8623548
Holland,Michigan,USA,1,42.7876022,-86.1090828
Holmdel,New Jersey,USA,1,40.3451095,-74.1840322
Hopkinton,Massachusetts,USA,1,42.2288875,-71.5196439
Hortonville,Wisconsin,USA,2,44.334705,-88.6381615
Houghton,Michigan,USA,1,46.8591287,-88.7774734
Howell,Michigan,USA,4,42.6072552,-83.9293952
Howell,New Jersey,USA,1,40.1413032,-74.2236618
Hudson,Massachusetts,USA,2,42.3913503,-71.5676895
Hudson,Wisconsin,USA,2,44.975041,-92.7568965
Hudson's Hope,British Columbia,Canada,1,56.0259608,-121.914047
Hugo,Minnesota,USA,2,45.159967,-92.9932734
Hull,Massachusetts,USA,1,42.3020436,-70.9078243
Humboldt,Saskatchewan,Canada,2,52.1974125,-105.11711870865577
Humenne,Slovakia,Slovakia,2,48.9350033,21.9020268
Huntington,New York,USA,1,40.868154,-73.425676
Huntington,Vermont,USA,1,44.3251942,-72.9868075
Huntington Beach,California,USA,2,33.6783336,-118.000016
Ilava,Slovakia,Slovakia,1,48.9985674,18.2307598
Inver Grove Heights,Minnesota,USA,1,44.8479039,-93.0428119
Irvine,California,USA,1,33.6856969,-117.825981
Irvington,New York,USA,2,41.0398662,-73.872717
Isanti,Minnesota,USA,1,45.56932235,-93.32652095523574
Itasca,Illinois,USA,1,41.9751722,-88.0067509
Jackson,Michigan,USA,1,42.2416466,-84.425589
Jacksonville,Florida,USA,1,30.3321838,-81.655651
Jamestown,North Dakota,USA,1,46.910544,-98.708436
Jenison,Michigan,USA,1,42.906688,-85.82012777570003
Jericho,New York,USA,1,40.7920441,-73.5398476
Johnstown,Pennsylvania,USA,1,40.3267407,-78.9219698
Jyväskylä,Finland,Finland,1,62.2417066,25.7495727
Kaarina,Finland,Finland,1,60.407169,22.3678223
Kalamazoo,Michigan,USA,1,42.291707,-85.5872286
Kamloops,British Columbia,Canada,4,50.6758269,-120.339415
Kanata,Ontario,Canada,1,45.3659205,-75.96546744017752
Kauniainen,Finland,Finland,1,60.2098563,24.7294936
Kelowna,British Columbia,Canada,1,49.8879177,-119.495902
Kensington,Connecticut,USA,1,41.6353769,-72.7687083
Kensington,Maryland,USA,2,39.0258405,-77.0750246
Kerrobert,Saskatchewan,Canada,1,51.9158875,-109.1365445
Kimberley,British Columbia,Canada,1,49.6850876,-115.9819477
King City,Ontario,Canada,2,43.929489,-79.5252267
Kings Park,New York,USA,1,40.88373,-73.2544898
Kingston,Ontario,Canada,2,44.230687,-76.481323
Kirkland,Quebec,Canada,3,45.4529194,-73.8647559
Kitchener,Ontario,Canada,1,43.451291,-80.4927815
Kleinburg,Ontario,Canada,2,43.844184,-79.628906
Kohler,Wisconsin,USA,1,43.7391616,-87.7817541
Kosice,Slovakia,Slovakia,1,48.7172272,21.2496774
Kuopio,Finland,Finland,1,62.8924601,27.6781839
L'Île-Bizard,Quebec,Canada,3,45.4895618,-73.872757
La Crosse,Wisconsin,USA,1,43.8122836,-91.2514355
La Grange,Illinois,USA,1,41.8054577,-87.8748644
Labrador City,Newfoundland and Labrador,Canada,1,52.9422944,-66.9177291
Lake Bluff,Illinois,USA,1,42.2789117,-87.8342362
Lake Elmo,Minnesota,USA,2,45.0021685,-92.8801862
Lake Forest,Illinois,USA,4,42.2586461,-87.8407055
Lake View,New York,USA,1,42.7111701,-78.9361468
Lakeville,Massachusetts,USA,1,41.8459353,-70.9494854
Lakeville,Minnesota,USA,6,44.650051,-93.2432791
Lakewood,Illinois,USA,1,42.22919,-88.355086
Lancaster,Massachusetts,USA,1,42.4569773,-71.6731246
Lancaster,New York,USA,1,42.9005956,-78.669997
Landmark,Manitoba,Canada,1,49.6694135,-96.8209257
Langley,British Columbia,Canada,4,49.1039289,-122.657047
Lansing,New York,USA,1,42.4840418,-76.4779117
Lattingtown,New York,USA,1,40.8953767,-73.6009595
LeRoy,Saskatchewan,Canada,1,52.0022724,-104.740329
Leamington,Ontario,Canada,2,42.0531166,-82.5996998
Lemont,Illinois,USA,1,41.6737149,-88.0016263
Lethbridge,Alberta,Canada,5,49.6945782,-112.8331033
Lexington,Massachusetts,USA,1,42.4473175,-71.2245003
Libertyville,Illinois,USA,1,42.2830786,-87.9531303
Lincolnshire,Illinois,USA,1,42.1900249,-87.9084039
Linden,Michigan,USA,1,42.8146748,-83.7821563
Littleton,Colorado,USA,2,39.613321,-105.016649
Livingston,New Jersey,USA,1,40.7959335,-74.3148713
Livonia,Michigan,USA,5,42.36837,-83.3527097
Lockport,New York,USA,2,43.1687104,-78.696567
Lomita,California,USA,1,33.8036545,-118.3195014
London,Ontario,Canada,3,42.9832406,-81.243372
Long Beach,California,USA,1,33.7690164,-118.191604
Long Grove,Illinois,USA,1,42.1783584,-87.9978518
Long Valley,New Jersey,USA,1,40.78168135,-74.75923279813415
Longlac,Ontario,Canada,1,49.7781907,-86.5393957
Longueuil,Quebec,Canada,1,45.521906,-73.4644578
Los Angeles,California,USA,4,34.0536909,-118.242766
Lunenburg,Massachusetts,USA,1,42.595089,-71.7244812
Lynn,Massachusetts,USA,1,42.466763,-70.9494939
Lynnfield,Massachusetts,USA,1,42.5389836,-71.0481084
Macomb,Michigan,USA,3,42.6741189,-82.902901
Madison,Connecticut,USA,1,41.2837211,-72.59958
Madison,New Jersey,USA,2,40.7598227,-74.417097
Madison,Wisconsin,USA,3,43.074761,-89.3837613
Madison Heights,Michigan,USA,1,42.4858692,-83.1052028
Mahopac,New York,USA,2,41.372316,-73.733465
Mahtomedi,Minnesota,USA,3,45.0696886,-92.9516037
Mahwah,New Jersey,USA,1,41.0887072,-74.1437552
Malone,New York,USA,1,44.84881,-74.295044
Malverne,New York,USA,1,40.6789916,-73.6740191
Manassas,Virginia,USA,1,38.7509488,-77.4752667
Manchester,New Hampshire,USA,1,42.9956397,-71.4547891
Manhattan,New York,USA,2,40.7896239,-73.9598939
Manhattan Beach,California,USA,6,33.8897798,-118.3935254
Mankato,Minnesota,USA,1,44.1634663,-93.9993505
Mansfield,Massachusetts,USA,2,42.0334326,-71.2189405
Maple Grove,Minnesota,USA,10,45.0984983,-93.4419222
Maplewood,Minnesota,USA,1,45.0082216,-93.0456985
Marathon,Ontario,Canada,1,48.7209349,-86.371598
Marblehead,Massachusetts,USA,1,42.500096,-70.8578253
Marcellus,New York,USA,2,42.9824729,-76.3400186
Marine City,Michigan,USA,2,42.7190045,-82.4941921
Markham,Ontario,Canada,4,43.8563707,-79.3376825
Marlton,New Jersey,USA,2,39.9005585,-74.93389105589023
Marquette,Michigan,USA,1,46.4481521,-87.6305899
Mars,Pennsylvania,USA,2,40.6958342,-80.011878
Marshfield,Massachusetts,USA,2,42.091769,-70.7055941
Martensville,Saskatchewan,Canada,1,52.2903172,-106.662554
Martin,Slovakia,Slovakia,1,49.0724921,18.929193
Marysville,Michigan,USA,3,42.9108647,-82.4861734
Maskinongé,Quebec,Canada,1,46.4884529,-73.0348785
Maynard,Massachusetts,USA,1,42.4321064,-71.4539683
McFarland,Wisconsin,USA,1,43.0123487,-89.2897646
McKees Rocks,Pennsylvania,USA,1,40.4656244,-80.0656106
Mechanicsburg,Pennsylvania,USA,1,40.2101972,-77.0047276
Medicine Hat,Alberta,Canada,3,50.04303,-110.679016
Melbourne,Florida,USA,1,28.0785034,-80.6077908
Memphis,Tennessee,USA,2,35.1460249,-90.0517638
Mendham,New Jersey,USA,1,40.7759334,-74.6007142
Mendota Heights,Minnesota,USA,5,44.8835768,-93.1382749
Menomonie,Wisconsin,USA,1,44.8765289,-91.9278716
Mesa,Arizona,USA,1,33.4151005,-111.831455
Metcalfe,Ontario,Canada,1,45.236218,-75.472641
Methuen,Massachusetts,USA,1,42.7262016,-71.1908924
Middlebury,Vermont,USA,1,44.014299,-73.167229
Middleton,Massachusetts,USA,3,42.5951005,-71.0159146
Middleton,Wisconsin,USA,1,43.0962919,-89.5119565
Middletown,New Jersey,USA,4,40.3898188,-74.1162152
Midhurst,Ontario,Canada,1,44.4475856,-79.733624
Midland,Michigan,USA,1,43.634525,-84.3840821
Midlothian,Virginia,USA,1,37.5062673,-77.649268
Milestone,Saskatchewan,Canada,1,49.9927904,-104.5142534
Mill Bay,British Columbia,Canada,2,48.651057,-123.556366
Milton,Georgia,USA,1,34.1135408,-84.2695169
Milton,Massachusetts,USA,3,42.2501425,-71.065573
Milwaukee,Wisconsin,USA,3,43.0386475,-87.9090751
Mindoro,Wisconsin,USA,1,44.0210739,-91.1018063
