Current Team,Last_Name,First_Name,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,City,State_Province,Country
Lake Superior,Venegoni, Jordan,21,Forwards,Sr,6-0,185,8/16/2000,"Livonia, Mich.",72,,,,Amarillo,NAHL,Livonia,Mich.,USA
Lake Superior,Wildauer, Joshua,19,Forwards,Sr,5-8,170,6/16/1999,"Dearborn Heights, Mich.",68,,,,Coquitlam,BCHL,Dearborn Heights,Mich.,USA
Lake Superior,Applebee, Rorke,1,Goaltenders,Fr,6-0,170,9/19/2003,"Châteauguay, Que.",72,,,,West Kelowna,BCHL,Châteauguay,Que.,Canada
Lake Superior,Hesse, Easton,30,Goaltenders,Sr,6-0,175,6/28/2000,"Beaumont, Alb.",72,,,,Bonnyville,AJHL,Beaumont,Alb.,Canada
Lake Superior,Riley, Grant,31,Goaltenders,So,6-4,201,8/28/2002,"Rochester, N.Y.",76,,,,Northeastern,HEA,Rochester,N.Y.,USA
Connecticut,Carabin, Nick,7,Defensemen,Gr,5-10,174,4/30/2000,"Mahwah, N.J.",70,,,,Princeton,ECAC,Mahwah,N.J.,USA
Connecticut,Fitzgerald, Kevin,0,Defensemen,Fr,5-10,150,10/11/2004,"Bath, Ont.",70,,,,,,Bath,Ont.,Canada
Connecticut,Janviriya, Kai,0,Defensemen,Fr,5-8,170,4/2/2005,"Bloomfield, Mich.",68,,,,,,Bloomfield,Mich.,USA
Connecticut,Messineo, Tom,15,Defensemen,Jr,6-0,190,5/2/2002,"Westwood, Mass.",72,,,,Chilliwack,BCHL,Westwood,Mass.,USA
Connecticut,Pascucci, Jack,2,Defensemen,Jr,6-2,195,2/15/2002,"North Andover, Mass.",74,,,,Des Moines,USHL,North Andover,Mass.,USA
Connecticut,Scott, Trey,0,Defensemen,Fr,5-10,181,5/4/2004,"Lunenburg, Mass.",70,,,,,,Lunenburg,Mass.,USA
Connecticut,Simpson, Owen,34,Defensemen,So,6-5,190,7/1/2003,"Toronto, Ont.",77,,,,Penticton,BCHL,Toronto,Ont.,Canada
Connecticut,Smith, Braydan,0,Defensemen,Fr,6-4,172,5/4/2005,"Prince Albert, Sask.",76,,,,,,Prince Albert,Sask.,Canada
Connecticut,Swift, Bauer,5,Defensemen,So,6-0,185,6/17/2002,"West Hartford, Conn.",72,,,,Lone Star,NAHL,West Hartford,Conn.,USA
Connecticut,Boisvert, Samuel,0,Forwards,Fr,6-4,181,10/26/2005,"Mirabel, Que.",76,,,,,,Mirabel,Que.,Canada
Connecticut,Bradley, Chase,20,Forwards,Sr,6-0,198,1/9/2002,"St. Louis, Mo.",72,2020,DET,7,Sioux City,USHL,St. Louis,Mo.,USA
Connecticut,D'Agostino, Mark,24,Forwards,Jr,6-0,180,5/6/2001,"North Branford, Conn.",72,,,,Powell River,BCHL,North Branford,Conn.,USA
Connecticut,Flynn, Oliver,12,Forwards,So,6-1,210,6/13/2003,"Wolcott, Conn.",73,,,,Madison,USHL,Wolcott,Conn.,USA
Connecticut,Fraser, Tristan,10,Forwards,Jr,6-0,190,11/13/2001,"West Vancouver, B.C.",72,,,,Nanaimo,BCHL,West Vancouver,B.C.,Canada
Connecticut,Gardula, Ethan,0,Forwards,Fr,5-11,174,2/28/2005,"Princeton, Mass.",71,,,,,,Princeton,Mass.,USA
Connecticut,Heaslip, Tabor,23,Forwards,Jr,5-9,175,12/17/2001,"Fort Worth, Texas",69,,,,Sioux City,USHL,Fort Worth,Texas,USA
Connecticut,Karpman, Huston,7,Forwards,Jr,5-11,200,2/7/2001,"Manhattan Beach, Calif.",71,,,,Minot,NAHL,Manhattan Beach,Calif.,USA
Connecticut,Klochkov, Thomas,0,Forwards,Fr,5-11,150,3/30/2005,"Fort Lee, N.J.",71,,,,,,Fort Lee,N.J.,USA
Connecticut,Lewinski, Charlie,0,Forwards,Fr,6-1,181,1/5/2005,"Novi, Mich.",73,,,,,,Novi,Mich.,USA
Connecticut,Muldowney, Joey,8,Forwards,So,5-9,160,6/5/2004,"Lake View, N.Y.",69,2022,SJS,6,Des Moines,USHL,Lake View,N.Y.,USA
Connecticut,Murtagh, Mike,0,Forwards,Fr,5-11,187,9/11/2004,"East Greenbush, N.Y.",71,,,,,,East Greenbush,N.Y.,USA
Connecticut,Odyniec, Joseph,0,Forwards,Fr,6-2,201,12/13/2004,"Washington, DC",74,,,,,,Washington,DC,USA
Connecticut,Percival, Jake,17,Forwards,Jr,5-10,180,2/11/2002,"Avon, Conn.",70,,,,Cedar Rapids,USHL,Avon,Conn.,USA
Connecticut,Richard, Jake,11,Forwards,So,6-1,190,8/15/2004,"Jacksonville, Fla.",73,2022,BUF,6,Tri-City,USHL,Jacksonville,Fla.,USA
Connecticut,Shahan, Kaden,0,Forwards,Fr,5-11,170,5/24/2005,"Everett, Wash.",71,,,,,,Everett,Wash.,USA
Connecticut,Tattle, Ryan,9,Forwards,Jr,5-10,180,9/7/2001,"Port Moody, B.C.",70,,,,Coquitlam,BCHL,Port Moody,B.C.,Canada
Connecticut,Veilleux, Jake,29,Forwards,Sr,6-0,185,1/19/2000,"South Windsor, Conn.",72,,,,Victoria,BCHL,South Windsor,Conn.,USA
Connecticut,Whitcomb, Ethan,0,Forwards,Fr,6-4,209,5/13/2004,"St. Catharines, Ont.",76,,,,,,St. Catharines,Ont.,Canada
Connecticut,Heaney, Thomas,0,Goaltenders,Fr,6-1,170,2/2/2003,"Oceanport, N.J.",73,,,,,,Oceanport,N.J.,USA
Connecticut,Muszelik, Tyler,30,Goaltenders,Sr,6-3,194,7/1/2004,"Long Valley, N.J.",75,2022,FLA,6,New Hampshire,HEA,Long Valley,N.J.,USA
Michigan,Duke, Tyler,5,Defensemen,Sr,5-9,180,7/19/2004,"Strongsville, Ohio",69,,,,Ohio State,B10,Strongsville,Ohio,USA
Michigan,Edwards, Ethan,73,Defensemen,Sr,5-11,185,6/6/2002,"Grande Prairie, Alb.",71,2020,NJD,4,Sioux City,USHL,Grande Prairie,Alb.,Canada
Michigan,Fantilli, Luca,63,Defensemen,Jr,6-0,183,12/30/2002,"Kleinburg, Ont.",72,,,,Chicago,USHL,Kleinburg,Ont.,Canada
Michigan,Felicio, Will,4,Defensemen,Fr,5-10,161,5/19/2006,"Holden, Mass.",70,,,,Waterloo,USHL,Holden,Mass.,USA
Michigan,Gust, Miles,23,Defensemen,Fr,5-10,175,,"Chicago, Ill.",70,,,,Muskegon,USHL,Chicago,Ill.,USA
Michigan,Hady, Hunter,3,Defensemen,Fr,6-4,205,8/2/2004,"Rochester, Minn.",76,,,,Chicago,USHL,Rochester,Minn.,USA
Michigan,Lovell, Tim,27,Defensemen,Gr,5-10,161,2/8/2002,"Hingham, Mass.",70,,,,Arizona State,D-I Ind.,Hingham,Mass.,USA
Michigan,Orrico, Josh,68,Defensemen,So,5-9,165,6/15/2003,"Woodbridge, Ont.",69,,,,Janesville,NAHL,Woodbridge,Ont.,Canada
Michigan,Rhéaume-Mullen, Dakoda,7,Defensemen,Fr,6-0,189,,"Northville, Mich.",72,,,,USA U-18 Team,NTDP,Northville,Mich.,USA
Michigan,Truscott, Jacob,0,Defensemen,Gr,6-1,185,4/12/2002,"Port Huron, Mich.",73,2020,VAN,5,USA U-18 Team,NTDP,Port Huron,Mich.,USA
Michigan,Daskas, Thomas,10,Forwards,Gr,6-2,200,9/3/1999,"Rochester, Minn.",74,,,,Miami,NCHC,Rochester,Minn.,USA
Michigan,Draper, Kienan,33,Forwards,Jr,6-2,205,2/19/2002,"Royal Oak, Mich.",74,2020,DET,7,Chilliwack,BCHL,Royal Oak,Mich.,USA
Michigan,Eernisse, Josh,6,Forwards,So,6-2,205,12/31/2001,"Apple Valley, Minn.",74,,,,St. Thomas,CCHA,Apple Valley,Minn.,USA
Michigan,Estapa, Mark,94,Forwards,Sr,6-2,197,1/13/2002,"St. Clair, Mich.",74,,,,Tri-City,USHL,St. Clair,Mich.,USA
Michigan,Hage, Michael,19,Forwards,Fr,6-1,190,4/14/2006,"Mississauga, Ont.",73,2024,MTL,1,Chicago,USHL,Mississauga,Ont.,Canada
Michigan,Hallum, Jackson,21,Forwards,Jr,6-0,183,9/8/2002,"Eagan, Minn.",72,2020,VGK,3,Dubuque,USHL,Eagan,Minn.,USA
Michigan,Hughes, T.J.,13,Forwards,Jr,6-0,185,11/9/2001,"Hamilton, Ont.",72,,,,Brooks,AJHL,Hamilton,Ont.,Canada
Michigan,Humphreys, Christian,24,Forwards,Fr,5-11,170,2/4/2006,"Pittsburgh, Pa.",71,2024,COL,7,USA U-18 Team,NTDP,Pittsburgh,Pa.,USA
Michigan,Lapointe, Philippe,22,Forwards,Gr,5-11,185,2/29/2000,"Novi, Mich.",71,,,,Trail,BCHL,Novi,Mich.,USA
Michigan,Moldenhauer, Nick,9,Forwards,So,5-10,170,5/25/2004,"Mississauga, Ont.",70,2022,TOR,3,Chicago,USHL,Mississauga,Ont.,Canada
Michigan,Rowe, Tanner,20,Forwards,So,6-1,179,8/26/2002,"Calumet, Mich.",73,,,,Omaha,USHL,Calumet,Mich.,USA
Michigan,Schifsky, Garrett,17,Forwards,So,5-9,174,4/8/2003,"Andover, Minn.",69,,,,Waterloo,USHL,Andover,Minn.,USA
Michigan,Werner, Evan,91,Forwards,So,5-8,175,2/13/2003,"Flower Mound, Texas",68,,,,Colorado College,NCHC,Flower Mound,Texas,USA
Michigan,Whitelaw, William,8,Forwards,Jr,5-9,174,2/5/2005,"Rosemount, Minn.",69,2023,CBJ,3,Wisconsin,B10,Rosemount,Minn.,USA
Michigan,Albano, Andrew,29,Goaltenders,Gr,6-0,171,11/9/1998,"Hamilton, Ont.",72,,,,Norwich,NCAA DIII,Hamilton,Ont.,Canada
Michigan,Korpi, Cameron,31,Goaltenders,Fr,6-4,172,5/26/2004,"South Lyon, Mich.",76,,,,Tri-City,USHL,South Lyon,Mich.,USA
Michigan,Stein, Logan,1,Goaltenders,Gr,6-2,209,4/26/2001,"Suwanee, Ga.",74,,,,Ferris State,CCHA,Suwanee,Ga.,USA
Air Force,Callahan, James,12,Defensemen,So,6-0,175,12/18/2002,"Minneapolis, Minn.",72,,,,Springfield,NAHL,Minneapolis,Minn.,USA
Air Force,Cunningham, Nolan,20,Defensemen,So,6-2,185,12/17/2001,"Great Falls, Mont.",74,,,,Fairbanks,NAHL,Great Falls,Mont.,USA
Air Force,Digby, Mitchell,28,Defensemen,Sr,5-11,185,6/26/2000,"Ottawa Lake, Mich.",71,,,,Lone Star,NAHL,Ottawa Lake,Mich.,USA
Air Force,Hedden, Chris,22,Defensemen,Jr,6-0,180,9/20/2002,"Kalamazoo, Mich.",72,,,,Omaha,USHL,Kalamazoo,Mich.,USA
Air Force,Janzig, Beau,2,Defensemen,Fr,6-2,201,11/17/2003,"Hermantown, Minn.",74,,,,Minnesota,NAHL,Hermantown,Minn.,USA
Air Force,Jones, Will,4,Defensemen,Fr,5-9,170,3/9/2004,"Brentwood, Tenn.",69,,,,Powell River,BCHL,Brentwood,Tenn.,USA
Air Force,Lester, Jasper,29,Defensemen,Sr,5-11,175,7/31/2000,"Colorado Springs, Colo.",71,,,,Fairbanks,NAHL,Colorado Springs,Colo.,USA
Air Force,Morque, Ren,3,Defensemen,Fr,6-1,190,11/12/2003,"Grand Rapids, Minn.",73,,,,Minnesota,NAHL,Grand Rapids,Minn.,USA
Air Force,Peterson, Jake,7,Defensemen,Fr,6-2,190,10/2/2003,"Rosemount, Minn.",74,,,,Bismarck,NAHL,Rosemount,Minn.,USA
Air Force,Staring, Will,44,Defensemen,So,6-2,195,2/28/2003,"Springfield, Va.",74,,,,Dubuque,USHL,Springfield,Va.,USA
Air Force,Boulanger, Cooper,16,Forwards,Fr,5-11,185,7/8/2003,"Barre, Vt.",71,,,,Oklahoma,NAHL,Barre,Vt.,USA
Air Force,Cesario, Joseph,24,Forwards,Fr,6-0,185,3/17/2003,"Westminster, Colo.",72,,,,Minnesota,NAHL,Westminster,Colo.,USA
Air Force,Coon, Lucas,9,Forwards,Sr,6-0,190,11/24/2001,"Steamboat Springs, Colo.",72,,,,Odessa,NAHL,Steamboat Springs,Colo.,USA
Air Force,Cosentino, Clayton,26,Forwards,Sr,6-2,190,6/18/2000,"Colorado Springs, Colo.",74,,,,Aberdeen,NAHL,Colorado Springs,Colo.,USA
Air Force,Dawson, Will,14,Forwards,Fr,6-0,195,10/3/2003,"Traverse City, Mich.",72,,,,Minot,NAHL,Traverse City,Mich.,USA
Air Force,Dubois, Owen,15,Forwards,So,6-4,200,7/6/2002,"Madison, Wis.",76,,,,Aberdeen,NAHL,Madison,Wis.,USA
Air Force,Gibbons, Brendan,64,Forwards,So,6-2,205,6/15/2002,"South Kingstown, R.I.",74,,,,Maine,NAHL,South Kingstown,R.I.,USA
Air Force,Hansson, Liam,21,Forwards,Jr,6-1,185,12/16/2001,"Ramsey, N.J.",73,,,,Cranbrook,BCHL,Ramsey,N.J.,USA
Air Force,Jacobs, Sam,11,Forwards,So,6-0,185,8/13/2002,"Plymouth, Minn.",72,,,,Wisconsin,NAHL,Plymouth,Minn.,USA
Air Force,Kadlecik, Michael,17,Forwards,Fr,6-0,170,4/14/2004,"Lansing, N.Y.",72,,,,Odessa,NAHL,Lansing,N.Y.,USA
Air Force,McCormick, Mason,13,Forwards,Jr,6-3,190,5/25/2001,"Verona, Wis.",75,,,,Waterloo,USHL,Verona,Wis.,USA
Air Force,Oliphant, Holt,18,Forwards,Jr,5-11,185,5/17/2001,"Northbrook, Ill.",71,,,,Johnstown,NAHL,Northbrook,Ill.,USA
Air Force,Remissong, Nick,19,Forwards,So,6-0,185,5/19/2002,"Lake Forest, Ill.",72,,,,Trail,BCHL,Lake Forest,Ill.,USA
Air Force,Sajevic, Nick,23,Forwards,Fr,5-11,180,1/15/2003,"Shoreview, Minn.",71,,,,Janesville,NAHL,Shoreview,Minn.,USA
Air Force,Schwartz, Austin,10,Forwards,Sr,5-9,178,6/18/2001,"Parker, Colo.",69,,,,Bismarck,NAHL,Parker,Colo.,USA
Air Force,Stitz, Sam,27,Forwards,Fr,6-1,200,6/18/2003,"Perry Hall, Md.",73,,,,Maryland,NAHL,Perry Hall,Md.,USA
Air Force,Ullrick, Ethan,8,Forwards,So,5-11,175,4/25/2003,"Lakewood, Ill.",71,,,,Salmon Arm,BCHL,Lakewood,Ill.,USA
Air Force,Yu, Anthony,6,Forwards,Fr,5-9,181,7/10/2004,"Baldwin Park, Calif.",69,,,,Powell River,BCHL,Baldwin Park,Calif.,USA
Air Force,Blessing, Guy,1,Goaltenders,Sr,6-3,190,5/8/2001,"Chandler, Ariz.",75,,,,Lone Star,NAHL,Chandler,Ariz.,USA
Air Force,Clafton, Carter,35,Goaltenders,So,6-2,175,3/13/2002,"Grand Rapids, Minn.",74,,,,Amarillo,NAHL,Grand Rapids,Minn.,USA
Air Force,Hopp, Toby,37,Goaltenders,Fr,6-1,185,6/27/2004,"Maple Grove, Minn.",73,,,,Northeast,NAHL,Maple Grove,Minn.,USA
Air Force,Wasik, Dominik,30,Goaltenders,So,6-1,165,7/2/2002,"Superior, Wisc.",73,,,,Steinback,MJHL,Superior,Wisc.,USA
Minnesota Duluth,Bast, Luke,38,Defensemen,Sr,5-10,178,11/20/2000,"Red Deer, Alb.",70,,,,North Dakota,NCHC,Red Deer,Alb.,Canada
Minnesota Duluth,Bodnarchuk, Riley,19,Defensemen,Jr,6-4,205,6/1/2001,"Okotoks, Alb.",76,,,,Okotoks,AJHL,Okotoks,Alb.,Canada
Minnesota Duluth,Dubinsky, Aiden,28,Defensemen,Jr,6-0,180,4/28/2004,"Highland Park, Ill.",72,,,,Tri-City,USHL,Highland Park,Ill.,USA
Minnesota Duluth,Francis, Will,23,Defensemen,Sr,6-5,215,11/16/2000,"Shoreview, Minn.",77,2019,ANA,6,Cedar Rapids,USHL,Shoreview,Minn.,USA
Minnesota Duluth,Gallatin, Owen,20,Defensemen,Sr,5-8,167,6/17/2002,"Hugo, Minn.",68,,,,Fargo,USHL,Hugo,Minn.,USA
Minnesota Duluth,Hanson, Ty,2,Defensemen,Fr,5-9,180,4/21/2005,"Hermantown, Minn.",69,,,,Sioux City,USHL,Hermantown,Minn.,USA
Minnesota Duluth,Kleber, Adam,6,Defensemen,Fr,6-5,210,3/24/2006,"Chaska, Minn.",77,2024,BUF,2,Lincoln,USHL,Chaska,Minn.,USA
Minnesota Duluth,Pierce, Joey,18,Defensemen,Jr,6-0,195,10/2/2002,"Ely, Minn.",72,,,,Lincoln,USHL,Ely,Minn.,USA
Minnesota Duluth,Pionk, Aaron,8,Defensemen,So,6-1,175,1/16/2003,"Hermantown, Minn.",73,2023,MIN,5,Waterloo,USHL,Hermantown,Minn.,USA
Minnesota Duluth,Arnott, Callum,25,Forwards,Fr,6-1,171,1/12/2004,"King City, Ont.",73,,,,Penticton,BCHL,King City,Ont.,Canada
Minnesota Duluth,Bechen, Blake,16,Forwards,Fr,6-0,185,1/25/2005,"Dubuque, Iowa",72,,,,Green Bay,USHL,Dubuque,Iowa,USA
Minnesota Duluth,Bentz, Harper,15,Forwards,Fr,6-0,180,11/29/2004,"Moorhead, Minn.",72,,,,Fargo,USHL,Moorhead,Minn.,USA
Minnesota Duluth,Bettens, Kyle,24,Forwards,Jr,6-3,215,7/4/2001,"Winnipeg, Man.",75,,,,Youngstown,USHL,Winnipeg,Man.,Canada
Minnesota Duluth,Fischer, Braden,21,Forwards,So,6-0,185,10/2/2002,"Winnipeg, Man.",72,,,,Minot,NAHL,Winnipeg,Man.,Canada
Minnesota Duluth,James, Dominic,17,Forwards,Sr,6-0,190,7/3/2002,"Plymouth, Mich.",72,2022,CHI,6,Lincoln,USHL,Plymouth,Mich.,USA
Minnesota Duluth,Loney, Carter,33,Forwards,Sr,5-10,167,8/2/2002,"Columbus, Ohio",70,,,,Sioux City,USHL,Columbus,Ohio,USA
Minnesota Duluth,Menghini, Anthony,26,Forwards,So,5-10,187,12/3/2002,"Brainerd, Minn.",70,,,,Fargo,USHL,Brainerd,Minn.,USA
Minnesota Duluth,Molenaar, Joey,22,Forwards,Gr,6-0,179,10/16/1999,"Minnetonka, Minn.",72,,,,St. Cloud State,NCHC,Minnetonka,Minn.,USA
Minnesota Duluth,Perkins, Matthew,34,Forwards,So,5-11,163,1/21/2004,"Balgonie, Sask.",71,2023,VAN,4,Youngstown,USHL,Balgonie,Sask.,Canada
Minnesota Duluth,Plante, Zam,27,Forwards,Fr,5-10,172,8/24/2004,"Hermantown, Minn.",70,2022,PIT,5,Fargo,USHL,Hermantown,Minn.,USA
Minnesota Duluth,Plante, Max,10,Forwards,Fr,5-11,180,2/20/2006,"Hermantown, Minn.",71,2024,DET,2,US U-18 Team,NTDP,Hermantown,Minn.,USA
Minnesota Duluth,Shaugabay, Jayson,13,Forwards,Fr,5-9,175,4/5/2005,"Warroad, Minn.",69,2023,TBL,4,Green Bay,USHL,Warroad,Minn.,USA
Minnesota Duluth,Smith, Jack,12,Forwards,Jr,6-0,190,7/6/2002,"St. Cloud, Minn.",72,2020,MTL,4,Sioux Falls,USHL,St. Cloud,Minn.,USA
Minnesota Duluth,Stachowiak, Trevor,39,Forwards,Fr,6-2,196,2/25/2003,"Dallas, Texas",74,,,,Minot,NAHL,Dallas,Texas,USA
Minnesota Duluth,Gajan, Adam,30,Goaltenders,Fr,6-3,180,5/6/2004,"Poprad, Slovakia",75,2023,CHI,2,Green Bay,USHL,Poprad,Slovakia,Slovakia
Minnesota Duluth,Knapp, Klayton,37,Goaltenders,Fr,6-0,185,10/7/2003,"Sylvania, Ohio",72,,,,Bismarck,NAHL,Sylvania,Ohio,USA
Minnesota Duluth,Sandy, Zach,31,Goaltenders,Jr,6-0,175,12/5/2002,"Fargo, N.D.",72,,,,Minot,NAHL,Fargo,N.D.,USA
Union,Côté, David,5,Defensemen,Fr,6-4,200,10/8/2003,"St-Bruno-de-Montarville, Que.",76,,,,Steinbach,MJHL,St-Bruno-de-Montarville,Que.,Canada
Union,Ferguson, Cullen,6,Defensemen,Sr,6-0,185,2/16/2001,"Binbrook, Ont.",72,,,,Aberdeen,NAHL,Binbrook,Ont.,Canada
Union,Hart, D.J.,2,Defensemen,So,6-3,210,2/23/2002,"Stamford, Conn.",75,,,,Lincoln,USHL,Stamford,Conn.,USA
Union,Mell, Cal,3,Defensemen,Jr,5-11,180,1/30/2001,"Cumming, Ga.",71,,,,Janesville,NAHL,Cumming,Ga.,USA
Union,Messina, Joseph,23,Defensemen,So,5-9,185,2/1/2002,"Woodbridge, Ont.",69,,,,Langley,BCHL,Woodbridge,Ont.,Canada
Union,Miles, Brendan,26,Defensemen,Sr,6-1,176,12/12/2001,"Farmington Hills, Mich.",73,,,,Michigan,B10,Farmington Hills,Mich.,USA
Union,Phillips, Josh,4,Defensemen,Sr,6-2,185,5/24/2001,"Getzville, N.Y.",74,,,,Minnesota,NAHL,Getzville,N.Y.,USA
Union,Prokop, John,21,Defensemen,Jr,6-3,185,5/13/2001,"Wausau, Wis.",75,,,,Des Moines,USHL,Wausau,Wis.,USA
Union,Young, Nick,7,Defensemen,Jr,6-3,215,9/12/2001,"Raleigh, N.C.",75,,,,St. Cloud,NAHL,Raleigh,N.C.,USA
Union,Benz, Ethan,10,Forwards,Jr,6-1,190,3/29/2001,"Shakopee, Minn.",73,,,,St. Cloud,NAHL,Shakopee,Minn.,USA
Union,Brueck, Riley,27,Forwards,Fr,6-2,190,5/7/2003,"Chesterfield, Mo.",74,,,,Sioux City,USHL,Chesterfield,Mo.,USA
Union,Buhr, Brandon,14,Forwards,Jr,6-2,200,7/7/2002,"Burnaby, B.C.",74,,,,Clarkson,ECAC,Burnaby,B.C.,Canada
Union,Buzziol, Lucas,16,Forwards,Fr,6-1,194,4/5/2004,"Mississauga, Ont.",73,,,,Alberni Valley,BCHL,Mississauga,Ont.,Canada
Union,Hanley, Nate,24,Forwards,Jr,5-11,185,5/30/2002,"Rocky Point, N.Y.",71,,,,Cedar Rapids,USHL,Rocky Point,N.Y.,USA
Union,Jeannette, Jacob,22,Forwards,So,6-1,200,12/13/2002,"Duluth, Minn.",73,,,,Tri-City,USHL,Duluth,Minn.,USA
Union,Korpi, Carter,12,Forwards,Jr,6-0,185,7/28/2001,"South Lyon, Mich.",72,,,,Wichita Falls,NAHL,South Lyon,Mich.,USA
Union,Lindauer, Parker,17,Forwards,Jr,5-11,180,5/17/2001,"Madison, Wis.",71,,,,Maine,HEA,Madison,Wis.,USA
Union,MacArthur, Colby,11,Forwards,Jr,6-3,185,11/2/2001,"Summerside, P.E.I.",75,,,,Summerside Western,MHL,Summerside,P.E.I.,Canada
Union,Muthersbaugh, Ben,18,Forwards,Fr,5-11,190,2/15/2004,"Gilford, N.H.",71,,,,Cedar Rapids,USHL,Gilford,N.H.,USA
Union,Nixon, Josh,15,Forwards,Sr,5-9,175,5/9/2000,"Mississauga, Ont.",69,,,,Lake Superior,CCHA,Mississauga,Ont.,Canada
Union,Pilosof, Eli,20,Forwards,So,5-10,180,6/10/2002,"Toronto, Ont.",70,,,,Pickering,OJHL,Toronto,Ont.,Canada
Union,Richter, Thomas,9,Forwards,Sr,6-1,175,6/6/2000,"Greenwich, Conn.",73,,,,Penticton,BCHL,Greenwich,Conn.,USA
Union,Smith, Connor,8,Forwards,Fr,5-11,185,6/6/2003,"Hugo, Minn.",71,,,,Oklahoma,NAHL,Hugo,Minn.,USA
Union,Sutton, Drew,19,Forwards,Fr,5-10,170,2/10/2003,"Hortonville, Wis.",70,,,,Oklahoma,NAHL,Hortonville,Wis.,USA
Union,Villegas, Caden,28,Forwards,Sr,5-8,167,2/19/2001,"Plano, Texas",68,,,,Tri-City,USHL,Plano,Texas,USA
